barren,5.16710414815121e-06
islands,1.033420829630242e-05
coral,8.611840246918683e-07
outcrops,8.611840246918683e-07
overlapping,2.583552074075605e-06
believed,6.631116990127386e-05
rich,5.942169770373892e-05
oil,7.492301014819255e-05
gas,8.095129832103563e-05
claims,5.5976961604971446e-05
long,0.0006140242096053021
feared,1.2056576345686157e-05
Asia,3.789209708644221e-05
armed,2.669670476544792e-05
conflict,4.392038525928529e-05
flexed,1.7223680493837367e-06
China,5.425459355558771e-05
Philippines,3.4447360987674734e-06
their,0.002206353471260567
muscles,2.669670476544792e-05
Wednesday,3.0141440864215392e-05
ambassador,7.750656222226815e-06
Del,8.611840246918683e-06
warned,1.8946048543221104e-05
challenged,7.750656222226815e-06
secure,2.583552074075605e-05
our,0.0009834721561981137
sovereignty,2.4113152691372314e-05
prepared,8.784077051857058e-05
vessels,1.033420829630242e-05
Philippine,2.583552074075605e-06
navy,5.16710414815121e-06
sending,2.9280256839523524e-05
additional,9.128550661733805e-05
lies,3.789209708644221e-05
kilometers,2.583552074075605e-06
miles,0.00014554010017292575
nearest,2.066841659260484e-05
coast,2.9280256839523524e-05
official,6.200524977781452e-05
told,0.0003539466341483579
Associated,3.4447360987674734e-06
Press,1.9807232567912972e-05
condition,7.664537819757628e-05
of,0.03107151961088261
anonymity,1.7223680493837367e-06
spoke,7.492301014819255e-05
lack,9.386905869141365e-05
authority,7.147827404942508e-05
discuss,2.4113152691372314e-05
situation,0.0001687920688396062
media,1.1195392320994288e-05
surveillance,5.16710414815121e-06
plane,9.645261076548925e-05
began,0.00026868941570386295
Sunday,8.69795864938787e-05
spotted,1.3778944395069893e-05
fishing,2.4974336716064182e-05
anchored,8.611840246918683e-06
Chinese,4.822630538274463e-05
lagoon,1.1195392320994288e-05
Scarborough,8.611840246918683e-07
Foreign,1.9807232567912972e-05
Affairs,1.8946048543221104e-05
Department,0.00014123418004946642
bracing,2.583552074075605e-06
market,0.00012314931553093718
itself,0.000261799943506328
new,0.0009128550661733804
cash,2.8419072814831655e-05
explanation,3.703091306175034e-05
put,0.0003651420264693522
number,0.0004021729395311025
low,0.00013778944395069893
banking,1.7223680493837367e-06
analyst,6.028288172843078e-06
London-based,8.611840246918683e-07
named,7.061709002473321e-05
Spanish,3.100262488890726e-05
set,0.0003513630820742823
aside,4.90874894074365e-05
provisions,3.358617696298287e-05
top,0.0001713756209136818
ordered,5.942169770373892e-05
February,3.875328111113408e-05
against,0.0005322117272595746
loans,2.4974336716064182e-05
performing,1.4640128419761762e-05
bad,0.0001197045794321697
rise,8.69795864938787e-05
recession,6.028288172843078e-06
unemployment,1.2917760370378025e-05
percent,4.5642753308669025e-05
government,0.0002342420547161882
source,7.750656222226816e-05
impact,5.683814562966331e-05
in,0.01682409110638034
capital,6.889472197534947e-05
estimated,5.5976961604971446e-05
added,0.00014726246822230948
rescue,1.2056576345686157e-05
systemic,8.611840246918683e-07
figure,0.00014295654809885015
investors,9.473024271610552e-06
smaller,6.631116990127386e-05
banks,1.7223680493837367e-05
make,0.0006613893309633549
viewed,2.066841659260484e-05
appetite,9.473024271610552e-06
Western,8.870195454326244e-05
powers,5.769932965435518e-05
military,0.0001687920688396062
intervention,1.7223680493837367e-05
repeat,2.152960061729671e-05
Libyan,1.7223680493837367e-06
helped,5.683814562966331e-05
rebels,1.033420829630242e-05
topple,8.611840246918683e-07
long-time,3.4447360987674734e-06
ruler,2.583552074075605e-06
year,0.0005589084320250225
Moscow,4.0475649160517815e-05
opponents,1.033420829630242e-05
inconclusive,2.583552074075605e-06
lead,0.00010850918711117542
years,0.0008120965352844319
bloodshed,2.583552074075605e-06
Fierce,8.611840246918683e-07
clashes,1.7223680493837367e-06
regime,1.9807232567912972e-05
Syrian,8.611840246918683e-07
forces,0.00012745523565439653
wounded,1.9807232567912972e-05
central,9.128550661733805e-05
city,0.00022304666239519392
Monday,5.856051367904705e-05
left,0.00040561767562987
soldiers,4.736512135805276e-05
dead,0.00014295654809885015
dozens,8.611840246918683e-06
Observatory,2.583552074075605e-06
for,0.007613727962300808
Human,4.305920123459342e-06
Rights,6.889472197534947e-06
monitoring,1.1195392320994288e-05
group,0.00032811111340760185
indicated,9.300787466672178e-05
initial,5.683814562966331e-05
reports,6.717235392596574e-05
troop,7.750656222226815e-06
destroyed,3.358617696298287e-05
carriers,9.473024271610552e-06
dawn,2.152960061729671e-05
outskirts,2.583552074075605e-06
province,1.2056576345686157e-05
located,5.425459355558771e-05
lieutenant,1.033420829630242e-05
killed,6.458880185189013e-05
launched,1.8084864518529235e-05
offensive,6.028288172843078e-06
sharp,6.0282881728430784e-05
weekend,2.3251968666680445e-05
met,0.00011109273918525101
resistance,3.9614465135825944e-05
ouster,8.611840246918683e-07
seeking,3.616972903705847e-05
the,0.05400743374050114
President,0.00022132429434581016
However,0.0001464012841976176
trip,6.975590600004133e-05
Republican,4.650393733336089e-05
presidential,9.473024271610552e-06
nominee,2.583552074075605e-06
struck,5.0809857456820236e-05
a,0.01884356764428277
somewhat,0.00010592563503709981
somber,2.583552074075605e-06
tone,6.372761782719826e-05
press,8.956313856795431e-05
release,3.100262488890726e-05
pleased,3.5308545012366605e-05
